instance n1 density1 n2 density2 mcsplit mcsplit-swapped mcsplit-smart-swapped mcsplit+f mcsplit+bigf mcsplit-b mcsplit-b-swapped mcsplit-b-smart-swapped mcsplit-nosort mcsplit-nosort-swapped mcsplit-nosort-smart-swapped
r-880 48 0.288121 26 0.261538 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-994 31 0.307527 28 0.291005 5692690 12286974 12286974 6410399 10690000 9033863 20472506 20472506 20971405 16300817 16300817
r-108 45 0.30202 33 0.25947 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-288 15 0.27619 50 0.309388 33027 162323 33027 149524 33095 29082 150561 29082 71448 460669 71448
r-854 15 0.333333 36 0.322222 38372 195243 38372 186013 38077 41056 269296 41056 127747 161916 127747
r-513 42 0.289199 26 0.307692 45976682 22568852 22568852 48302388 23738712 -1 36643467 36643467 43542563 41037870 41037870
r-648 22 0.25974 49 0.333333 44474829 40747146 44474829 41460359 44285462 66831796 -1 66831796 33861633 20197723 33861633
r-901 33 0.280303 43 0.321152 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-67 14 0.318681 39 0.282051 38312 71367 38312 65848 38900 39701 74704 39701 68144 49765 68144
r-895 24 0.333333 34 0.324421 6429077 6600466 6429077 5910984 6646721 10806721 11586912 10806721 10878412 9814403 10878412
r-400 28 0.291005 11 0.309091 3742 1106 1106 3746 1152 3675 1065 1065 518 1491 1491
r-394 22 0.298701 24 0.311594 397889 290642 397889 329794 334404 645875 468938 645875 813119 629084 813119
r-950 27 0.270655 42 0.259001 68374315 -1 68374315 -1 71500039 45069619 -1 45069619 72757867 -1 72757867
r-631 19 0.333333 47 0.272895 2397809 5363953 2397809 5048125 2423288 2827698 7453688 2827698 2625256 1520674 2625256
r-208 11 0.290909 16 0.225 157 469 157 425 157 170 476 170 337 341 337
r-562 47 0.298797 19 0.309942 5081928 1049476 1049476 5227200 1079162 7716712 1396779 1396779 2696820 4334897 4334897
r-170 44 0.312896 19 0.304094 4317503 1175537 1175537 4440553 1184859 6460486 1375118 1375118 2827968 3125750 3125750
r-958 31 0.260215 26 0.252308 5861864 3984553 3984553 6546060 3803429 9485855 6293843 6293843 5639725 12870812 12870812
r-678 49 0.306973 24 0.286232 -1 45870527 45870527 -1 46316412 -1 69016017 69016017 -1 -1 -1
r-566 12 0.287879 26 0.283077 4914 7249 4914 6653 5001 5270 7631 5270 3610 2069 3610
r-926 23 0.316206 48 0.320922 42644755 -1 42644755 -1 42577439 65635146 -1 65635146 128270388 -1 128270388
r-497 28 0.304233 24 0.293478 1509988 996493 996493 1694349 807150 2550990 1563213 1563213 1538405 4046216 4046216
r-377 15 0.238095 49 0.27381 62905 167823 62905 157774 63120 64790 178828 64790 123759 39092 123759
r-273 21 0.27619 50 0.281633 9015099 18612567 9015099 17131902 9114424 11737323 27402273 11737323 29313824 18205598 29313824
r-268 38 0.307255 20 0.326316 3121054 1398919 1398919 3214626 1455599 4999314 2032193 2032193 3195422 2496414 2496414
r-533 20 0.3 34 0.320856 494592 1025393 494592 1023822 462146 714408 1688680 714408 1973587 1112034 1973587
r-636 21 0.309524 10 0.2 247 143 143 246 141 251 137 137 191 239 239
r-314 29 0.288177 12 0.30303 8405 2100 2100 8422 2248 8860 2126 2126 2778 3628 3628
r-244 42 0.297329 40 0.292308 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-686 38 0.328592 23 0.284585 6602319 9084468 9084468 7073492 8921143 10916913 14358495 14358495 12528351 23815480 23815480
r-478 43 0.293466 17 0.389706 695075 201097 201097 723798 212281 1033536 276394 276394 287039 584416 584416
r-322 44 0.283298 15 0.314286 330289 76915 76915 336556 81299 417577 89834 89834 125162 63698 63698
r-205 27 0.310541 34 0.306595 13311207 21961391 13311207 23425764 12402180 21441021 36443129 21441021 20991080 25647343 20991080
r-727 14 0.351648 44 0.298097 11826 43461 11826 41298 12117 8415 42996 8415 14582 75410 14582
r-722 31 0.273118 25 0.29 6254421 2980223 2980223 6588406 3199231 10603693 3040640 3040640 7800605 10644899 10644899
r-334 26 0.350769 31 0.311828 5641710 11425739 5641710 11211527 5952887 9415640 21456229 9415640 11187618 6758435 11187618
r-343 25 0.31 28 0.31746 2232116 2563973 2232116 2894297 2265501 3758048 4606611 3758048 3597377 3325783 3597377
r-135 47 0.338575 38 0.290185 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-402 45 0.292929 46 0.304348 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
