instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf
r-958 34 0.213904 34 0.213904 47585516 49731491 28305752
r-104 20 0.336842 20 0.336842 398 380 381
r-250 20 0.394737 20 0.394737 62965 67091 60346
r-51 25 0.22 25 0.22 685214 641596 407052
r-838 40 0.45 40 0.45 -1 -1 -1
r-269 22 0.17316 22 0.17316 87524 96654 62716
r-15 23 0.403162 23 0.403162 1410 1273 851
r-520 38 0.507824 38 0.507824 47688986 53083188 33609864
r-446 44 0.206131 44 0.206131 -1 -1 -1
r-121 35 0.208403 35 0.208403 730 790 725
r-546 21 0.32381 21 0.32381 174194 178896 111392
r-629 37 0.483483 37 0.483483 4216110 3929724 3707727
r-367 32 0.483871 32 0.483871 14297735 12995387 8981762
r-636 42 0.418118 42 0.418118 796437 542897 369443
r-21 37 0.348348 37 0.348348 -1 -1 -1
r-880 35 0.514286 35 0.514286 12478654 13756232 8384332
r-225 35 0.292437 35 0.292437 89778619 84219359 51986113
r-463 27 0.205128 27 0.205128 317 317 317
r-686 24 0.507246 24 0.507246 473440 504448 455733
r-153 24 0.507246 24 0.507246 273451 257336 161852
r-169 20 0.478947 20 0.478947 2345 2418 2509
r-972 36 0.512698 36 0.512698 12946665 13821523 9557708
r-779 39 0.22942 39 0.22942 -1 -1 -1
r-209 31 0.27957 31 0.27957 18908100 20894254 11946027
r-537 24 0.0833333 24 0.0833333 325 325 325
r-61 38 0.273115 38 0.273115 2273 2314 2014
r-702 37 0.198198 37 0.198198 47883945 62284402 31106353
r-780 36 0.5 36 0.5 6262777 6666669 5253003
r-229 45 0.165657 45 0.165657 -1 -1 -1
r-827 20 0.189474 20 0.189474 214 214 214
r-530 32 0.120968 32 0.120968 3128854 3154094 2000366
r-257 30 0.128736 30 0.128736 469 469 469
r-343 43 0.0465116 43 0.0465116 990 990 990
r-545 35 0.208403 35 0.208403 27893447 35972399 28852846
r-464 43 0.431894 43 0.431894 -1 -1 -1
r-414 38 0.341394 38 0.341394 -1 -1 -1
