instance mcsplit-mcis-sparse kdown2017 kdown2019 kdown2019-restarts family
all-meshes-CVIU11-pattern1-target392 1000000 1000000 1000000 1000286 13
all-meshes-CVIU11-pattern1-target393 1000000 1000000 1000000 1000424 13
all-meshes-CVIU11-pattern1-target394 1000000 1000000 1000000 1000015 13
all-meshes-CVIU11-pattern1-target395 1000000 1000000 1000002 1000372 13
all-meshes-CVIU11-pattern1-target396 1000000 1000000 1000000 1000462 13
all-meshes-CVIU11-pattern1-target397 1000000 1000000 1000002 1000007 13
all-meshes-CVIU11-pattern1-target398 1000001 1000000 1000004 1000523 13
all-meshes-CVIU11-pattern1-target399 1000000 1000000 1000000 1000110 13
all-meshes-CVIU11-pattern1-target4 1000000 1000000 1000000 1000050 13
all-meshes-CVIU11-pattern1-target40 1000000 1000000 1000000 1000402 13
all-meshes-CVIU11-pattern1-target400 1000000 1000000 1000000 1000215 13
all-meshes-CVIU11-pattern1-target401 1000000 1000000 1000002 1000934 13
all-meshes-CVIU11-pattern1-target402 1000000 1000000 1000000 1000002 13
all-meshes-CVIU11-pattern1-target403 1000000 1000000 1000000 1000454 13
all-meshes-CVIU11-pattern1-target404 1000000 1000000 1000000 1000148 13
all-meshes-CVIU11-pattern1-target405 1000000 1000000 1000002 1001394 13
all-meshes-CVIU11-pattern1-target406 1000000 1000000 1000000 1000418 13
all-meshes-CVIU11-pattern1-target407 1000000 1000000 1000000 1000212 13
all-meshes-CVIU11-pattern1-target408 1000000 1000000 1000000 1000275 13
all-meshes-CVIU11-pattern1-target409 1000000 1000000 1000000 1000084 13
all-meshes-CVIU11-pattern1-target41 1000000 1000000 1000001 1001618 13
all-meshes-CVIU11-pattern1-target410 1000000 1000000 1000000 1000000 13
all-meshes-CVIU11-pattern1-target411 1000000 1000000 1000000 1000168 13
all-meshes-CVIU11-pattern1-target412 1000000 1000000 1000000 1000127 13
all-meshes-CVIU11-pattern1-target413 1000000 1000000 1000000 1000021 13
all-meshes-CVIU11-pattern1-target414 1000000 1000000 1000000 1000068 13
all-meshes-CVIU11-pattern1-target415 1000000 1000000 1000000 1000076 13
all-meshes-CVIU11-pattern1-target416 1000000 1000000 1000000 1000257 13
all-meshes-CVIU11-pattern1-target417 1000000 1000000 1000000 1000250 13
all-meshes-CVIU11-pattern1-target418 1000000 1000000 1000000 1000457 13
all-meshes-CVIU11-pattern1-target419 1000000 1000000 1000000 1000001 13
all-meshes-CVIU11-pattern1-target42 1000000 1000000 1000001 1001446 13
all-meshes-CVIU11-pattern1-target420 1000000 1000000 1000003 1001009 13
all-meshes-CVIU11-pattern1-target421 1000000 1000000 1000000 1000422 13
all-meshes-CVIU11-pattern1-target422 1000000 1000000 1000000 1000379 13
all-meshes-CVIU11-pattern1-target423 1000000 1000000 1000000 1000518 13
all-meshes-CVIU11-pattern1-target424 1000000 1000000 1000001 1000312 13
all-meshes-CVIU11-pattern1-target425 1000000 1000000 1000000 1000435 13
all-meshes-CVIU11-pattern1-target427 1000000 1000000 1000000 1000294 13
all-meshes-CVIU11-pattern1-target428 1000000 1000000 1000003 1001284 13
all-meshes-CVIU11-pattern1-target429 1000000 1000000 1000000 1000076 13
all-meshes-CVIU11-pattern1-target43 1000000 1000000 1000003 1001100 13
all-meshes-CVIU11-pattern1-target430 1000000 1000000 1000002 1001470 13
all-meshes-CVIU11-pattern1-target431 1000000 1000000 1000003 1000011 13
all-meshes-CVIU11-pattern1-target432 1000000 1000000 1000000 1000015 13
all-meshes-CVIU11-pattern1-target433 1000000 1000000 1000000 1000790 13
all-meshes-CVIU11-pattern1-target434 1000000 1000000 1000003 1000849 13
all-meshes-CVIU11-pattern1-target435 1000000 1000000 1000001 1000079 13
all-meshes-CVIU11-pattern1-target436 1000000 1000000 1000001 1001362 13
all-meshes-CVIU11-pattern1-target437 1000000 1000000 1000000 1000020 13
all-meshes-CVIU11-pattern1-target438 1000000 1000000 1000002 1001386 13
all-meshes-CVIU11-pattern1-target439 1000000 1000000 1000001 1000092 13
all-meshes-CVIU11-pattern1-target44 1000000 1000000 1000001 1000718 13
all-meshes-CVIU11-pattern1-target440 1000000 1000000 1000000 1000365 13
all-meshes-CVIU11-pattern1-target441 1000000 1000000 1000001 1000265 13
all-meshes-CVIU11-pattern1-target442 1000000 1000000 1000001 1000085 13
all-meshes-CVIU11-pattern1-target443 1000000 1000000 1000001 1000109 13
all-meshes-CVIU11-pattern1-target444 1000000 1000000 1000002 1000524 13
