instance mcsplit-si-ll mcsplit-si-dom mcsplit-si-dom-D1 mcsplit-si-dom-D2 mcsplit-si-static mcsplit-si-adjmat-dom glasgow glasgow-nosupp ri ri-ds vf3 static-then-dom dom-then-static instance pattern_n pattern_d target_n target_d
all-meshes-CVIU11-pattern3-target491 0 0 0 0 51 19 330 16 339828 21370 215 51 0 all-meshes-CVIU11-pattern3-target491 163 0.0218511 1668 0.00242721
all-meshes-CVIU11-pattern3-target492 0 0 0 0 0 0 1 0 0 0 0 0 0 all-meshes-CVIU11-pattern3-target492 163 0.0218511 367 0.00740013
all-meshes-CVIU11-pattern3-target493 0 0 0 0 0 13 74 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target493 163 0.0218511 1383 0.00282843
all-meshes-CVIU11-pattern3-target494 0 0 0 0 186 4 96 7 1000000 142845 752 100 0 all-meshes-CVIU11-pattern3-target494 163 0.0218511 755 0.00549651
all-meshes-CVIU11-pattern3-target495 0 0 0 0 0 82 10 2 0 0 0 0 0 all-meshes-CVIU11-pattern3-target495 163 0.0218511 3354 0.00141028
all-meshes-CVIU11-pattern3-target496 0 0 0 0 31145 5 169 11 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target496 163 0.0218511 1021 0.00490772
all-meshes-CVIU11-pattern3-target497 0 0 0 0 0 14 142 9 640 14 10 0 0 all-meshes-CVIU11-pattern3-target497 163 0.0218511 1444 0.00279744
all-meshes-CVIU11-pattern3-target498 0 0 0 0 43347 1 87 7 1000000 1000000 56064 100 0 all-meshes-CVIU11-pattern3-target498 163 0.0218511 428 0.0107083
all-meshes-CVIU11-pattern3-target499 0 0 0 0 0 4 88 6 47 27 5 0 0 all-meshes-CVIU11-pattern3-target499 163 0.0218511 822 0.00340959
all-meshes-CVIU11-pattern3-target5 0 0 0 0 0 0 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern3-target5 163 0.0218511 209 0.0164014
all-meshes-CVIU11-pattern3-target50 0 0 0 0 6312 14 3 1 1000000 3 1000000 100 0 all-meshes-CVIU11-pattern3-target50 163 0.0218511 1390 0.00329982
all-meshes-CVIU11-pattern3-target500 0 0 0 0 0 3 69 7 24 17 12 0 0 all-meshes-CVIU11-pattern3-target500 163 0.0218511 816 0.00481625
all-meshes-CVIU11-pattern3-target501 0 0 0 0 74837 63 1496 39 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target501 163 0.0218511 3426 0.00163243
all-meshes-CVIU11-pattern3-target502 0 0 0 0 183795 11 346 17 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target502 163 0.0218511 1539 0.00370556
all-meshes-CVIU11-pattern3-target503 0 0 0 0 1 20 237 14 1921 597 18 1 0 all-meshes-CVIU11-pattern3-target503 163 0.0218511 1671 0.00217912
all-meshes-CVIU11-pattern3-target504 0 0 0 0 0 14 4 1 480 2 22 0 0 all-meshes-CVIU11-pattern3-target504 163 0.0218511 1690 0.00236021
all-meshes-CVIU11-pattern3-target505 0 0 0 0 0 82 1375 5 0 0 0 0 0 all-meshes-CVIU11-pattern3-target505 163 0.0218511 3870 0.00151993
all-meshes-CVIU11-pattern3-target506 0 0 0 0 0 0 44 3 81840 2 2927 0 0 all-meshes-CVIU11-pattern3-target506 163 0.0218511 288 0.0160545
all-meshes-CVIU11-pattern3-target507 0 0 0 0 1958 2 151 10 1000000 1000000 112977 100 0 all-meshes-CVIU11-pattern3-target507 163 0.0218511 552 0.00979444
all-meshes-CVIU11-pattern3-target508 0 0 0 0 0 15 539 16 1000000 72 669 0 0 all-meshes-CVIU11-pattern3-target508 163 0.0218511 1708 0.00249592
all-meshes-CVIU11-pattern3-target509 0 0 0 0 28160 7 319 19 1000000 1000000 165830 100 0 all-meshes-CVIU11-pattern3-target509 163 0.0218511 1023 0.00546243
all-meshes-CVIU11-pattern3-target51 0 0 0 0 12030 12 3 1 1000000 2 1000000 100 0 all-meshes-CVIU11-pattern3-target51 163 0.0218511 1310 0.00392876
all-meshes-CVIU11-pattern3-target510 0 0 0 0 0 150 1081 12 0 0 0 0 0 all-meshes-CVIU11-pattern3-target510 163 0.0218511 5255 0.00084557
all-meshes-CVIU11-pattern3-target511 0 0 0 0 0 78 945 4 0 0 0 0 0 all-meshes-CVIU11-pattern3-target511 163 0.0218511 3670 0.00129222
all-meshes-CVIU11-pattern3-target512 0 0 0 0 426 1 135 10 1000000 1000000 20066 100 0 all-meshes-CVIU11-pattern3-target512 163 0.0218511 514 0.0102358
all-meshes-CVIU11-pattern3-target513 0 0 0 0 0 16 3 1 0 1 0 0 0 all-meshes-CVIU11-pattern3-target513 163 0.0218511 1467 0.00141215
all-meshes-CVIU11-pattern3-target514 0 0 0 0 0 5 38 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target514 163 0.0218511 863 0.0051485
all-meshes-CVIU11-pattern3-target515 0 0 0 0 0 8 58 9 0 12 0 0 0 all-meshes-CVIU11-pattern3-target515 163 0.0218511 1282 0.00246431
all-meshes-CVIU11-pattern3-target517 0 0 0 0 0 150 16 5 0 0 0 0 0 all-meshes-CVIU11-pattern3-target517 163 0.0218511 5069 0.000982106
all-meshes-CVIU11-pattern3-target518 0 0 0 0 1000000 27 577 23 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target518 163 0.0218511 2194 0.00232633
all-meshes-CVIU11-pattern3-target519 0 0 0 0 52 0 20 3 180066 84801 4623 52 0 all-meshes-CVIU11-pattern3-target519 163 0.0218511 324 0.0124699
all-meshes-CVIU11-pattern3-target52 0 0 0 0 0 4 87 9 7158 7 17 0 0 all-meshes-CVIU11-pattern3-target52 163 0.0218511 777 0.00532878
all-meshes-CVIU11-pattern3-target520 0 0 0 0 1000000 76 1674 41 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target520 163 0.0218511 3723 0.00153417
all-meshes-CVIU11-pattern3-target521 0 0 0 0 1905 10 212 13 1000000 11 356929 100 0 all-meshes-CVIU11-pattern3-target521 163 0.0218511 1202 0.00353075
all-meshes-CVIU11-pattern3-target522 0 0 0 0 1 37 317 18 8410 2521 92 1 0 all-meshes-CVIU11-pattern3-target522 163 0.0218511 2212 0.00148056
all-meshes-CVIU11-pattern3-target523 0 0 0 0 0 1 36 4 94 41 19 0 0 all-meshes-CVIU11-pattern3-target523 163 0.0218511 472 0.00835313
all-meshes-CVIU11-pattern3-target524 0 0 0 0 0 4 51 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target524 163 0.0218511 935 0.00537279
all-meshes-CVIU11-pattern3-target525 0 0 0 0 13519 53 962 30 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target525 163 0.0218511 2987 0.00155967
all-meshes-CVIU11-pattern3-target526 0 0 0 0 1000000 4 146 9 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target526 163 0.0218511 941 0.00511339
all-meshes-CVIU11-pattern3-target527 0 0 0 0 0 11 2 1 0 1 1 0 0 all-meshes-CVIU11-pattern3-target527 163 0.0218511 1232 0.00229923
all-meshes-CVIU11-pattern3-target528 1 0 0 0 287 148 2545 92 1000000 1000000 385381 100 0 all-meshes-CVIU11-pattern3-target528 163 0.0218511 5039 0.000812598
all-meshes-CVIU11-pattern3-target529 0 0 0 0 7 2 107 5 1811 640 56 7 0 all-meshes-CVIU11-pattern3-target529 163 0.0218511 616 0.00625858
all-meshes-CVIU11-pattern3-target53 0 0 0 0 20 13 243 16 94398 7 6003 20 0 all-meshes-CVIU11-pattern3-target53 163 0.0218511 1358 0.00298946
all-meshes-CVIU11-pattern3-target530 0 0 0 0 3488 1 1 0 1000000 1 82 100 0 all-meshes-CVIU11-pattern3-target530 163 0.0218511 440 0.0101729
all-meshes-CVIU11-pattern3-target54 0 0 0 0 4345 9 350 9 1000000 8 1000000 100 0 all-meshes-CVIU11-pattern3-target54 163 0.0218511 1344 0.00326816
all-meshes-CVIU11-pattern3-target55 0 0 0 0 19026 38 779 27 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target55 163 0.0218511 2555 0.00191113
all-meshes-CVIU11-pattern3-target56 0 0 0 0 10123 2 101 7 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target56 163 0.0218511 719 0.0069328
all-meshes-CVIU11-pattern3-target57 0 0 0 0 4255 79 1046 32 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target57 163 0.0218511 3637 0.00103576
all-meshes-CVIU11-pattern3-target58 0 0 0 0 27 0 44 4 5325 2087 267 27 0 all-meshes-CVIU11-pattern3-target58 163 0.0218511 400 0.0102694
all-meshes-CVIU11-pattern3-target59 0 0 0 0 0 5 49 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target59 163 0.0218511 991 0.0045745
all-meshes-CVIU11-pattern3-target6 0 0 0 0 1000000 22 423 20 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target6 163 0.0218511 2040 0.00220432
all-meshes-CVIU11-pattern3-target60 0 0 0 0 940 8 167 18 1000000 12264 151352 100 0 all-meshes-CVIU11-pattern3-target60 163 0.0218511 1051 0.00427801
all-meshes-CVIU11-pattern3-target61 0 0 0 0 1000000 4 139 9 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target61 163 0.0218511 933 0.00529351
all-meshes-CVIU11-pattern3-target62 0 0 0 0 0 4 47 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target62 163 0.0218511 943 0.00520766
all-meshes-CVIU11-pattern3-target63 0 0 0 0 0 7 42 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target63 163 0.0218511 1001 0.00477722
all-meshes-CVIU11-pattern3-target64 0 0 0 0 72313 6 168 9 1000000 1000000 170750 100 0 all-meshes-CVIU11-pattern3-target64 163 0.0218511 886 0.00586015
all-meshes-CVIU11-pattern3-target65 0 0 0 0 12 152 3333 54 12972 29 101 12 0 all-meshes-CVIU11-pattern3-target65 163 0.0218511 5111 0.000791164
all-meshes-CVIU11-pattern3-target66 0 0 0 0 0 81 319 3 0 0 0 0 0 all-meshes-CVIU11-pattern3-target66 163 0.0218511 3309 0.00138149
all-meshes-CVIU11-pattern3-target67 0 0 0 0 0 0 49 3 49 51 10 0 0 all-meshes-CVIU11-pattern3-target67 163 0.0218511 300 0.0140134
all-meshes-CVIU11-pattern3-target68 0 0 0 0 4750 110 2119 46 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target68 163 0.0218511 4326 0.00109348
all-meshes-CVIU11-pattern3-target69 0 0 0 0 0 2 28 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target69 163 0.0218511 725 0.00554772
all-meshes-CVIU11-pattern3-target7 0 0 0 0 0 1 9 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target7 163 0.0218511 585 0.00578972
all-meshes-CVIU11-pattern3-target70 1 0 0 0 1 121 1860 80 4247 845 754 1 0 all-meshes-CVIU11-pattern3-target70 163 0.0218511 4353 0.00106803
all-meshes-CVIU11-pattern3-target72 0 0 0 0 52620 12 346 16 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target72 163 0.0218511 1590 0.00316919
all-meshes-CVIU11-pattern3-target73 0 0 0 0 731 6 222 12 1000000 1000000 108332 100 0 all-meshes-CVIU11-pattern3-target73 163 0.0218511 1216 0.00397783
all-meshes-CVIU11-pattern3-target74 0 0 0 0 4 31 534 22 4028 1341 92 4 0 all-meshes-CVIU11-pattern3-target74 163 0.0218511 2337 0.0016114
all-meshes-CVIU11-pattern3-target76 1 0 0 0 69 80 1662 25 1000000 40 1305 69 0 all-meshes-CVIU11-pattern3-target76 163 0.0218511 3778 0.00121245
all-meshes-CVIU11-pattern3-target77 0 0 0 0 4 28 415 20 1000000 1673 123 4 0 all-meshes-CVIU11-pattern3-target77 163 0.0218511 2241 0.00165762
all-meshes-CVIU11-pattern3-target78 0 0 0 0 1110 5 195 11 1000000 1000000 200243 100 0 all-meshes-CVIU11-pattern3-target78 163 0.0218511 1087 0.0045617
all-meshes-CVIU11-pattern3-target79 0 0 0 0 42911 115 2037 45 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target79 163 0.0218511 4415 0.000961883
all-meshes-CVIU11-pattern3-target8 0 0 0 0 59 1 140 6 1000000 159879 222 59 0 all-meshes-CVIU11-pattern3-target8 163 0.0218511 541 0.00838297
all-meshes-CVIU11-pattern3-target80 0 0 0 0 1 78 628 27 1800 734 298 1 0 all-meshes-CVIU11-pattern3-target80 163 0.0218511 3249 0.000966857
all-meshes-CVIU11-pattern3-target81 0 0 0 0 1481 3 136 9 1000000 1000000 20627 100 0 all-meshes-CVIU11-pattern3-target81 163 0.0218511 877 0.00541359
all-meshes-CVIU11-pattern3-target82 0 0 0 0 13 21 313 29 1000000 11546 130 13 0 all-meshes-CVIU11-pattern3-target82 163 0.0218511 1627 0.00252995
all-meshes-CVIU11-pattern3-target83 0 0 0 0 1000000 118 1500 45 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target83 163 0.0218511 4473 0.000911102
all-meshes-CVIU11-pattern3-target84 0 0 0 0 0 28 158 2 0 0 0 0 0 all-meshes-CVIU11-pattern3-target84 163 0.0218511 1928 0.00224211
all-meshes-CVIU11-pattern3-target85 0 0 0 0 0 33 452 4 0 0 0 0 0 all-meshes-CVIU11-pattern3-target85 163 0.0218511 2437 0.00162957
all-meshes-CVIU11-pattern3-target86 0 0 0 0 0 164 3271 66 1664 30 18 0 0 all-meshes-CVIU11-pattern3-target86 163 0.0218511 5367 0.000758803
all-meshes-CVIU11-pattern3-target87 0 0 0 0 1 104 1428 30 134 180 112 1 0 all-meshes-CVIU11-pattern3-target87 163 0.0218511 4263 0.000616603
all-meshes-CVIU11-pattern3-target88 0 0 0 0 0 2 14 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target88 163 0.0218511 728 0.00499191
all-meshes-CVIU11-pattern3-target89 0 0 0 0 154 23 520 21 1000000 427963 1455 100 0 all-meshes-CVIU11-pattern3-target89 163 0.0218511 2126 0.00210171
all-meshes-CVIU11-pattern3-target9 0 0 0 0 0 3 33 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target9 163 0.0218511 720 0.00653686
all-meshes-CVIU11-pattern3-target90 0 0 0 0 92 99 1892 43 1000000 535276 8668 92 0 all-meshes-CVIU11-pattern3-target90 163 0.0218511 4084 0.00105361
all-meshes-CVIU11-pattern3-target91 0 0 0 0 0 6 202 10 511 421 77 0 0 all-meshes-CVIU11-pattern3-target91 163 0.0218511 1170 0.00349996
all-meshes-CVIU11-pattern3-target92 0 0 0 0 0 1 15 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target92 163 0.0218511 484 0.00649351
all-meshes-CVIU11-pattern3-target93 0 0 0 0 0 141 1418 6 0 0 0 0 0 all-meshes-CVIU11-pattern3-target93 163 0.0218511 4905 0.000761616
all-meshes-CVIU11-pattern3-target94 0 0 0 0 0 27 282 2 0 0 0 0 0 all-meshes-CVIU11-pattern3-target94 163 0.0218511 2254 0.00167341
all-meshes-CVIU11-pattern3-target96 0 0 0 0 660 6 154 11 1000000 1000000 25241 100 0 all-meshes-CVIU11-pattern3-target96 163 0.0218511 1210 0.00344045
all-meshes-CVIU11-pattern3-target97 0 0 0 0 209 70 1227 35 1000000 1000000 2129 100 0 all-meshes-CVIU11-pattern3-target97 163 0.0218511 3478 0.00114273
all-meshes-CVIU11-pattern3-target98 1 0 0 0 0 113 12 2 364 2 5 0 0 all-meshes-CVIU11-pattern3-target98 163 0.0218511 4389 0.000491876
all-meshes-CVIU11-pattern3-target99 0 0 0 0 47574 112 1645 43 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target99 163 0.0218511 4296 0.000915544
all-meshes-CVIU11-pattern4-target1 0 0 0 0 0 8 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target1 40 0.146154 962 0.00520183
all-meshes-CVIU11-pattern4-target10 0 0 0 0 0 10 2 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target10 40 0.146154 1284 0.00281539
all-meshes-CVIU11-pattern4-target100 0 0 0 0 0 177 15 4 0 1 1 0 0 all-meshes-CVIU11-pattern4-target100 40 0.146154 5008 0.000788672
all-meshes-CVIU11-pattern4-target102 0 0 0 0 0 72 299 6 0 0 0 0 0 all-meshes-CVIU11-pattern4-target102 40 0.146154 3259 0.00122859
all-meshes-CVIU11-pattern4-target103 1 0 0 0 0 155 13 2 0 2 1 0 0 all-meshes-CVIU11-pattern4-target103 40 0.146154 4018 0.00127024
all-meshes-CVIU11-pattern4-target104 0 0 0 0 0 0 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target104 40 0.146154 283 0.0116783
all-meshes-CVIU11-pattern4-target106 0 0 0 0 0 8 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target106 40 0.146154 969 0.00406933
all-meshes-CVIU11-pattern4-target107 0 0 0 0 0 124 617 16 0 0 0 0 0 all-meshes-CVIU11-pattern4-target107 40 0.146154 4351 0.00107218
all-meshes-CVIU11-pattern4-target108 0 0 0 0 0 16 2 1 0 0 0 0 0 all-meshes-CVIU11-pattern4-target108 40 0.146154 1641 0.00161821
all-meshes-CVIU11-pattern4-target109 0 0 0 0 0 3 6 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target109 40 0.146154 813 0.00395816
all-meshes-CVIU11-pattern4-target11 0 0 0 0 0 2 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target11 40 0.146154 534 0.00867466
all-meshes-CVIU11-pattern4-target110 0 0 0 0 0 6 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target110 40 0.146154 858 0.00410441
all-meshes-CVIU11-pattern4-target111 0 0 0 0 0 14 3 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target111 40 0.146154 1519 0.00285232
all-meshes-CVIU11-pattern4-target112 0 0 0 0 0 92 377 2 0 1 0 0 0 all-meshes-CVIU11-pattern4-target112 40 0.146154 3693 0.001308
all-meshes-CVIU11-pattern4-target113 0 0 0 0 0 12 2 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target113 40 0.146154 1425 0.00324069
all-meshes-CVIU11-pattern4-target114 0 0 0 0 0 7 1 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target114 40 0.146154 1064 0.00358434
all-meshes-CVIU11-pattern4-target115 0 0 0 0 0 2 4 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target115 40 0.146154 545 0.00827375
all-meshes-CVIU11-pattern4-target116 0 0 0 0 0 2 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target116 40 0.146154 479 0.00842498
all-meshes-CVIU11-pattern4-target117 0 0 0 0 0 1 2 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target117 40 0.146154 372 0.0134264
all-meshes-CVIU11-pattern4-target118 0 0 0 0 0 0 1 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target118 40 0.146154 242 0.0201125
all-meshes-CVIU11-pattern4-target119 0 0 0 0 0 9 2 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target119 40 0.146154 1226 0.00421547
all-meshes-CVIU11-pattern4-target12 0 0 0 0 0 0 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target12 40 0.146154 216 0.022373
all-meshes-CVIU11-pattern4-target120 0 0 0 0 0 3 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target120 40 0.146154 794 0.00615747
all-meshes-CVIU11-pattern4-target121 0 0 0 0 0 0 2 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target121 40 0.146154 290 0.0171459
all-meshes-CVIU11-pattern4-target122 0 0 0 0 0 2 6 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target122 40 0.146154 561 0.00997263
all-meshes-CVIU11-pattern4-target123 0 0 0 0 0 3 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target123 40 0.146154 628 0.00714402
all-meshes-CVIU11-pattern4-target124 0 0 0 0 0 94 11 1 0 0 0 0 0 all-meshes-CVIU11-pattern4-target124 40 0.146154 3555 0.000705055
all-meshes-CVIU11-pattern4-target125 0 0 0 0 0 12 2 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target125 40 0.146154 1412 0.00315209
all-meshes-CVIU11-pattern4-target126 0 0 0 0 0 135 14 4 1 6 5 0 0 all-meshes-CVIU11-pattern4-target126 40 0.146154 4723 0.000844677
all-meshes-CVIU11-pattern4-target127 0 0 0 0 0 6 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target127 40 0.146154 821 0.0069175
all-meshes-CVIU11-pattern4-target128 0 0 0 0 0 0 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target128 40 0.146154 253 0.0133164
all-meshes-CVIU11-pattern4-target129 0 0 0 0 0 119 17 2 0 0 1 0 0 all-meshes-CVIU11-pattern4-target129 40 0.146154 4437 0.00128667
all-meshes-CVIU11-pattern4-target13 0 0 0 0 0 16 2 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target13 40 0.146154 1380 0.00366838
all-meshes-CVIU11-pattern4-target130 0 0 0 0 0 40 6 1 0 0 0 0 0 all-meshes-CVIU11-pattern4-target130 40 0.146154 2512 0.00223872
all-meshes-CVIU11-pattern4-target131 0 0 0 0 0 15 2 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target131 40 0.146154 1341 0.0029105
all-meshes-CVIU11-pattern4-target132 0 0 0 0 0 95 8 2 0 2 0 0 0 all-meshes-CVIU11-pattern4-target132 40 0.146154 3622 0.00135857
all-meshes-CVIU11-pattern4-target133 0 0 0 0 0 35 3 1 0 0 0 0 0 all-meshes-CVIU11-pattern4-target133 40 0.146154 2394 0.00179251
all-meshes-CVIU11-pattern4-target134 1 0 0 0 0 186 18 3 0 0 1 0 0 all-meshes-CVIU11-pattern4-target134 40 0.146154 5508 0.000721436
all-meshes-CVIU11-pattern4-target135 0 0 0 0 0 1 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target135 40 0.146154 391 0.00720703
all-meshes-CVIU11-pattern4-target136 0 0 0 0 0 80 11 1 0 0 0 0 0 all-meshes-CVIU11-pattern4-target136 40 0.146154 3523 0.00113838
all-meshes-CVIU11-pattern4-target137 0 0 0 0 0 13 3 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target137 40 0.146154 1506 0.00259119
all-meshes-CVIU11-pattern4-target138 0 0 0 0 0 15 3 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target138 40 0.146154 1573 0.00239733
all-meshes-CVIU11-pattern4-target139 1 0 0 0 0 181 22 3 0 0 1 0 0 all-meshes-CVIU11-pattern4-target139 40 0.146154 5217 0.00101599
all-meshes-CVIU11-pattern4-target14 0 0 0 0 0 2 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target14 40 0.146154 646 0.00619435
all-meshes-CVIU11-pattern4-target140 0 0 0 0 0 16 2 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target140 40 0.146154 1370 0.00385011
all-meshes-CVIU11-pattern4-target141 0 0 0 0 0 19 3 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target141 40 0.146154 1476 0.00340131
all-meshes-CVIU11-pattern4-target143 0 0 0 0 0 0 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target143 40 0.146154 371 0.0107671
all-meshes-CVIU11-pattern4-target144 0 0 0 0 0 3 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target144 40 0.146154 822 0.00586935
all-meshes-CVIU11-pattern4-target145 0 0 0 0 0 5 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target145 40 0.146154 948 0.0055739
all-meshes-CVIU11-pattern4-target146 0 0 0 0 0 11 1 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target146 40 0.146154 1428 0.00279965
all-meshes-CVIU11-pattern4-target147 0 0 0 0 0 17 3 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target147 40 0.146154 1654 0.00290922
all-meshes-CVIU11-pattern4-target148 0 0 0 0 0 36 82 1 0 1 0 0 0 all-meshes-CVIU11-pattern4-target148 40 0.146154 2409 0.0018892
all-meshes-CVIU11-pattern4-target149 0 0 0 0 0 12 36 4 0 1 0 0 0 all-meshes-CVIU11-pattern4-target149 40 0.146154 1439 0.00381243
all-meshes-CVIU11-pattern4-target15 0 0 0 0 0 18 2 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target15 40 0.146154 1756 0.00227758
all-meshes-CVIU11-pattern4-target150 0 0 0 0 0 105 10 3 0 0 0 0 0 all-meshes-CVIU11-pattern4-target150 40 0.146154 4080 0.00107263
all-meshes-CVIU11-pattern4-target151 0 0 0 0 0 7 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target151 40 0.146154 886 0.00459884
all-meshes-CVIU11-pattern4-target152 0 0 0 0 0 124 10 3 0 0 0 0 0 all-meshes-CVIU11-pattern4-target152 40 0.146154 4080 0.00107263
all-meshes-CVIU11-pattern4-target153 0 0 0 0 0 0 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target153 40 0.146154 262 0.0131467
all-meshes-CVIU11-pattern4-target154 0 0 0 0 0 16 2 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target154 40 0.146154 1361 0.00274344
all-meshes-CVIU11-pattern4-target155 0 0 0 0 0 34 110 1 0 1 0 0 0 all-meshes-CVIU11-pattern4-target155 40 0.146154 2361 0.00220946
all-meshes-CVIU11-pattern4-target156 0 0 0 0 0 102 10 1 0 0 0 0 0 all-meshes-CVIU11-pattern4-target156 40 0.146154 3457 0.000962637
all-meshes-CVIU11-pattern4-target157 0 0 0 0 0 26 78 1 0 0 0 0 0 all-meshes-CVIU11-pattern4-target157 40 0.146154 1704 0.00296391
all-meshes-CVIU11-pattern4-target158 0 0 0 0 0 112 14 2 0 0 0 0 0 all-meshes-CVIU11-pattern4-target158 40 0.146154 3944 0.00102648
all-meshes-CVIU11-pattern4-target159 0 0 0 0 0 0 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target159 40 0.146154 228 0.0179496
all-meshes-CVIU11-pattern4-target16 0 0 0 0 0 17 3 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target16 40 0.146154 1721 0.00232592
all-meshes-CVIU11-pattern4-target160 0 0 0 0 0 8 2 0 0 0 0 0 0 all-meshes-CVIU11-pattern4-target160 40 0.146154 1160 0.00416605
all-meshes-CVIU11-pattern4-target161 0 0 0 0 0 19 2 1 0 0 0 0 0 all-meshes-CVIU11-pattern4-target161 40 0.146154 1763 0.00171227
all-meshes-CVIU11-pattern4-target162 0 0 0 0 0 48 5 1 0 0 0 0 0 all-meshes-CVIU11-pattern4-target162 40 0.146154 2720 0.00189421
all-meshes-CVIU11-pattern4-target163 0 0 0 0 0 35 237 9 0 0 0 0 0 all-meshes-CVIU11-pattern4-target163 40 0.146154 1971 0.00281519
